"LLIW","InsChange","MeanRH","WindFieldMt","SubjVertMo","SynForcng","LoLevMoistAd","Boundaries","AMInsWliScen","N34StarFcst","N0_7muVerMo","WndHodograph","ScenRel3_4","WindAloft","AreaMeso_ALS","ScenRelAMIns","CapInScen","Dewpoints","MorningCIN","CldShadeOth","Date","MorningBound","LIfr12ZDENSd","InsSclInScen","InsInMt","IRCloudCover","RHRatio","LatestCIN","QGVertMotion","MountainFcst","MvmtFeatures","SatContMoist","SfcWndShfDis","Scenario","CapChange","AMInstabMt","CurPropConv","AMCINInScen","CldShadeConv","RaoContMoist","CompPlFcst","LowLLapse","R5Fcst","PlainsFcst","MidLLapse","ScnRelPlFcst","AMDewptCalPl","CombVerMo","WindFieldPln","AreaMoDryAir","CombClouds","VISCloudCov","CombMoisture","OutflowFrMt","ScenRelAMCIN","TempDis"
"Moderate","LittleChange","VeryMoist","LVorOther","Neutral","PosToNeg","WeakPos","None","Average","SIG","StrongUp","Other","B","SWQuad","WeakUp","ABI","Average","LowMtsHighPl","PartInhibit","PC","Jun15_Jul1","None","N5GtLIGt_8","Average","Weak","Clear","DryMMoistL","PartInhibit","Neutral","SIG","StrongFront","Neutral","DenvCyclone","B","LittleChange","Weak","Moderate","Average","None","Neutral","LittleChange","Steep","SIG","SIG","ModerateOrLe","B","Instability","WeakUp","DenvCyclone","Neutral","PC","PC","Dry","None","AB","Other"
"Moderate","Increasing","Average","Westerly","Neutral","LittleChange","WeakPos","None","LessUnstable","SIG","Down","Westerly","B","NWQuad","Down","ABI","MoreThanAve","LowNHighS","PartInhibit","Clear","Jul2_Jul15","Weak","N1GtLIGt_4","LessUnstable","None","PC","DryMMoistL","PartInhibit","Down","XNIL","NoMajor","Neutral","DenvCyclone","B","Increasing","None","None","LessThanAve","None","Dry","IncCapDecIns","ModerateOrLe","SIG","XNIL","Steep","B","Stability","Down","LongAnticyc","Dry","Clear","Clear","Neutral","None","AB","None"
"Unfavorable","LittleChange","Dry","LVorOther","StronUp","LittleChange","Neutral","Strong","Average","XNIL","Down","StrongWest","GJ","LV","Down","CDEJ","MoreThanAve","LowAtStation","Stifling","PC","Aug20_Sep15","Weak","N1GtLIGt_4","Average","Strong","PC","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","Wet","DryLine","J","LittleChange","Strong","None","MoreThanAve","Some","Neutral","LittleChange","ModerateOrLe","XNIL","XNIL","Steep","J","Stability","Down","LV","Dry","PC","PC","Dry","Strong","CThruK","Other"
"Moderate","Increasing","Average","LVorOther","Down","SigNegative","Negative","Weak","LessUnstable","XNIL","Neutral","Westerly","ACEFK","NWQuad","Down","K","Average","Other","PartInhibit","Clear","May15_Jun14","None","N1GtLIGt_4","Average","Weak","Cloudy","Other","PartInhibit","Neutral","XNIL","MarkedUpper","VeryWet","MovingFtorOt","K","Increasing","None","Moderate","LessThanAve","Some","Neutral","IncCapDecIns","Steep","XNIL","XNIL","CloseToDryAd","K","Stability","Down","WidespdDnsl","Wet","PC","PC","Wet","Weak","CThruK","Other"
"Weak","Decreasing","Average","LVorOther","Neutral","PosToNeg","Negative","Weak","Average","XNIL","WeakUp","Westerly","HI","AllElse","WeakUp","ABI","LessThanAve","LowSHighN","PartInhibit","PC","Aug20_Sep15","Weak","N1GtLIGt_4","LessUnstable","Weak","Clear","Other","PartInhibit","Neutral","XNIL","MarkedUpper","Dry","MovingFtorOt","I","Decreasing","None","Slight","LessThanAve","Some","Dry","DecCapIncIns","Steep","XNIL","XNIL","CloseToDryAd","I","Instability","WeakUp","E_NE","Neutral","PC","PC","Neutral","None","CThruK","Moving"
"Moderate","LittleChange","Dry","Westerly","Neutral","LittleChange","Neutral","Weak","MoreUnstable","SVR","StrongUp","DCVZFavor","B","SWQuad","Neutral","ABI","LessThanAve","LowSHighN","None","PC","May15_Jun14","None","N1GtLIGt_4","MoreUnstable","Strong","PC","DryMMoistL","None","WeakUp","SIG","NoMajor","VeryWet","E_W_S","B","Decreasing","Weak","Strong","LessThanAve","Marked","Neutral","DecCapIncIns","Stable","SVR","SVR","ModerateOrLe","B","Neutral","Neutral","DenvCyclone","Wet","PC","PC","Wet","Weak","AB","None"
"Moderate","LittleChange","Dry","LVorOther","Down","PosToNeg","Neutral","Weak","Average","SIG","Neutral","Westerly","B","LV","WeakUp","ABI","LessThanAve","LowNHighS","PartInhibit","Clear","Aug20_Sep15","Strong","N1GtLIGt_4","Average","Strong","Clear","DryMMoistL","None","StrongUp","SVR","NoMajor","Neutral","DenvCyclone","B","Decreasing","Strong","Slight","LessThanAve","Some","Wet","DecCapIncIns","CloseToDryAd","SVR","SIG","Steep","B","Instability","WeakUp","E_NE","Wet","Clear","Clear","Wet","Strong","AB","None"
"Weak","Decreasing","Average","Westerly","Down","PosToNeg","Negative","Weak","Average","SVR","Neutral","StrongWest","D","NWQuad","Down","CDEJ","MoreThanAve","Other","PartInhibit","Clear","Aug20_Sep15","Weak","N5GtLIGt_8","LessUnstable","Strong","PC","DryMMoistL","None","Down","SVR","OtherRapid","Dry","None","D","Increasing","Weak","Slight","MoreThanAve","Marked","Dry","IncCapDecIns","CloseToDryAd","SVR","SVR","Steep","D","Stability","Down","SEQuad","Dry","Clear","Clear","Wet","Strong","CThruK","None"
"Moderate","LittleChange","Dry","Westerly","Down","SigNegative","Negative","Weak","MoreUnstable","SIG","Down","StrongWest","ACEFK","AllElse","Down","CDEJ","MoreThanAve","Other","PartInhibit","Cloudy","Jul2_Jul15","Weak","N1GtLIGt_4","MoreUnstable","Strong","PC","DryMMoistL","None","Neutral","SVR","NoMajor","Neutral","E_W_N","C","Increasing","Weak","Strong","Average","Marked","VeryWet","IncCapDecIns","CloseToDryAd","SVR","SIG","CloseToDryAd","C","Instability","Down","LongAnticyc","Neutral","Cloudy","Cloudy","Neutral","Strong","CThruK","Other"
"Unfavorable","LittleChange","Dry","LVorOther","StronUp","LittleChange","WeakPos","None","LessUnstable","XNIL","Down","Other","ACEFK","AllElse","Neutral","CDEJ","MoreThanAve","Other","Stifling","PC","May15_Jun14","None","N5GtLIGt_8","Average","Weak","PC","MoistMDryL","None","Neutral","XNIL","OtherRapid","Wet","None","E","LittleChange","Weak","None","MoreThanAve","Some","Neutral","LittleChange","CloseToDryAd","XNIL","XNIL","ModerateOrLe","E","Stability","Neutral","LongAnticyc","Neutral","PC","PC","Neutral","None","CThruK","None"
"Moderate","LittleChange","Dry","Westerly","Neutral","SigNegative","Neutral","Strong","LessUnstable","SIG","Down","StrongWest","ACEFK","NWQuad","Neutral","K","MoreThanAve","HighEvrywher","Stifling","Clear","Aug20_Sep15","Weak","N1GtLIGt_4","LessUnstable","Strong","Clear","Other","None","Neutral","XNIL","StrongFront","Dry","E_W_N","K","Increasing","Weak","Strong","MoreThanAve","Marked","Neutral","IncCapDecIns","ModerateOrLe","SIG","XNIL","ModerateOrLe","K","Instability","Neutral","WidespdDnsl","Wet","Clear","PC","VeryWet","Strong","CThruK","None"
"Moderate","LittleChange","Average","LVorOther","Neutral","LittleChange","Neutral","Weak","LessUnstable","SIG","StrongUp","Westerly","GJ","LV","Neutral","CDEJ","Average","LowMtsHighPl","PartInhibit","Clear","Jul2_Jul15","Weak","N5GtLIGt_8","LessUnstable","Strong","PC","Other","PartInhibit","Down","SVR","NoMajor","Neutral","DenvCyclone","J","LittleChange","None","Moderate","Average","Some","Neutral","LittleChange","ModerateOrLe","SVR","SIG","ModerateOrLe","J","Neutral","Neutral","SEQuad","Dry","Clear","Cloudy","Dry","Strong","CThruK","Other"
"Moderate","Increasing","Average","Westerly","Neutral","SigNegative","WeakPos","Weak","MoreUnstable","XNIL","Down","Other","ACEFK","AllElse","Down","K","MoreThanAve","LowNHighS","None","Clear","Aug20_Sep15","None","LILt_8","MoreUnstable","Strong","Clear","DryMMoistL","PartInhibit","Down","SIG","MarkedUpper","Wet","E_W_N","K","Increasing","Strong","Slight","LessThanAve","Some","Neutral","IncCapDecIns","ModerateOrLe","SIG","XNIL","Steep","K","Neutral","Down","SEQuad","Neutral","Clear","Clear","Wet","Strong","CThruK","None"
"Weak","LittleChange","Dry","Westerly","Neutral","PosToNeg","Neutral","Weak","MoreUnstable","SIG","Neutral","StrongWest","ACEFK","AllElse","WeakUp","CDEJ","LessThanAve","LowSHighN","PartInhibit","Clear","May15_Jun14","None","N1GtLIGt_4","MoreUnstable","Weak","PC","MoistMDryL","None","StrongUp","XNIL","OtherRapid","Wet","MovingFtorOt","E","Decreasing","None","Slight","Average","Some","VeryWet","DecCapIncIns","ModerateOrLe","SIG","SIG","ModerateOrLe","E","Instability","WeakUp","E_NE","Wet","Clear","Clear","Wet","Strong","CThruK","None"
"Weak","Decreasing","Average","LVorOther","WeakUp","PosToNeg","Negative","None","MoreUnstable","SVR","WeakUp","DCVZFavor","B","AllElse","WeakUp","ABI","LessThanAve","LowSHighN","PartInhibit","Cloudy","Jul16_Aug10","None","N5GtLIGt_8","Average","None","PC","DryMMoistL","PartInhibit","Down","XNIL","NoMajor","Neutral","DenvCyclone","B","LittleChange","None","Slight","LessThanAve","None","Neutral","LittleChange","Steep","SVR","SVR","Steep","B","Neutral","WeakUp","DenvCyclone","Wet","PC","PC","Neutral","None","AB","QStationary"
"Moderate","Decreasing","VeryMoist","Westerly","Neutral","NegToPos","Negative","None","MoreUnstable","SVR","StrongUp","Other","HI","NWQuad","StrongUp","H","LessThanAve","LowMtsHighPl","PartInhibit","Clear","Aug20_Sep15","None","N5GtLIGt_8","Average","Strong","Clear","DryMMoistL","PartInhibit","Down","SVR","OtherRapid","VeryWet","None","H","LittleChange","Weak","Moderate","LessThanAve","None","Dry","LittleChange","ModerateOrLe","SVR","SVR","ModerateOrLe","H","Neutral","StrongUp","LongAnticyc","Wet","Clear","Clear","Wet","None","CThruK","None"
"Moderate","Decreasing","Average","Westerly","Down","PosToNeg","Negative","Weak","MoreUnstable","SVR","StrongUp","Other","D","NWQuad","Down","CDEJ","Average","LowEvrywhere","Stifling","Cloudy","Jul16_Aug10","None","N5GtLIGt_8","MoreUnstable","Strong","Clear","Other","None","StrongUp","SIG","NoMajor","Wet","DenvCyclone","D","LittleChange","Strong","Moderate","Average","Some","Neutral","LittleChange","Stable","SVR","SVR","Steep","D","Neutral","Down","LV","Dry","PC","PC","Neutral","None","CThruK","Other"
"Strong","Increasing","VeryMoist","LVorOther","WeakUp","SigNegative","WeakPos","Weak","LessUnstable","SIG","Neutral","Westerly","HI","SWQuad","Neutral","ABI","Average","LowSHighN","Stifling","Clear","May15_Jun14","Weak","N1GtLIGt_4","LessUnstable","Strong","Clear","MoistMDryL","PartInhibit","Neutral","SIG","StrongFront","Dry","MovingFtorOt","I","LittleChange","Weak","Strong","Average","Some","Wet","LittleChange","Stable","SIG","SIG","ModerateOrLe","I","Neutral","Neutral","LongAnticyc","VeryWet","Clear","PC","Wet","Strong","CThruK","Other"
"Strong","Increasing","Dry","Westerly","Down","PosToNeg","WeakPos","Weak","LessUnstable","XNIL","Neutral","DCVZFavor","D","NWQuad","Down","CDEJ","MoreThanAve","LowEvrywhere","TotalInhibit","Cloudy","Jul2_Jul15","None","N5GtLIGt_8","Average","Strong","PC","DryMMoistL","TotalInhibit","Down","XNIL","MarkedUpper","Neutral","DenvCyclone","D","LittleChange","Strong","Slight","MoreThanAve","Marked","VeryWet","LittleChange","Stable","XNIL","XNIL","Steep","D","Stability","Down","WidespdDnsl","VeryWet","Cloudy","Cloudy","VeryWet","Weak","CThruK","None"
"Moderate","LittleChange","VeryMoist","Westerly","WeakUp","PosToNeg","Neutral","None","Average","XNIL","StrongUp","Westerly","D","NWQuad","WeakUp","CDEJ","LessThanAve","LowAtStation","PartInhibit","PC","May15_Jun14","None","N1GtLIGt_4","Average","Strong","Clear","DryMMoistL","None","Neutral","SIG","MarkedUpper","VeryWet","DryLine","D","Increasing","Strong","Strong","LessThanAve","Marked","VeryWet","IncCapDecIns","CloseToDryAd","SIG","XNIL","ModerateOrLe","D","Stability","WeakUp","WidespdDnsl","VeryWet","Clear","PC","VeryWet","None","CThruK","QStationary"
"Weak","Increasing","Dry","Westerly","WeakUp","NegToPos","WeakPos","Strong","Average","XNIL","Neutral","Westerly","ACEFK","AllElse","WeakUp","K","LessThanAve","HighEvrywher","PartInhibit","PC","Jun15_Jul1","None","N5GtLIGt_8","MoreUnstable","Weak","PC","Other","None","StrongUp","SIG","MarkedUpper","Dry","E_W_N","K","Increasing","None","Slight","LessThanAve","None","VeryWet","IncCapDecIns","Stable","SIG","XNIL","CloseToDryAd","K","Neutral","WeakUp","SEQuad","Wet","Clear","Clear","VeryWet","Strong","CThruK","None"
"Weak","Increasing","VeryMoist","LVorOther","Neutral","LittleChange","Neutral","Strong","Average","SVR","Down","StrongWest","GJ","LV","Neutral","CDEJ","Average","LowAtStation","PartInhibit","Clear","Aug20_Sep15","Strong","N1GtLIGt_4","Average","Strong","Clear","MoistMDryL","PartInhibit","Down","SVR","NoMajor","Dry","E_W_N","J","LittleChange","Strong","Slight","Average","Marked","Dry","LittleChange","CloseToDryAd","SVR","SVR","CloseToDryAd","J","Instability","Neutral","LongAnticyc","Neutral","Clear","PC","Neutral","Strong","CThruK","None"
"Weak","Increasing","Dry","LVorOther","WeakUp","NegToPos","StrongPos","Weak","Average","XNIL","Neutral","Other","GJ","LV","Neutral","CDEJ","Average","LowAtStation","PartInhibit","Clear","Jul16_Aug10","None","N1GtLIGt_4","MoreUnstable","Strong","Clear","DryMMoistL","PartInhibit","Down","SIG","NoMajor","Neutral","None","J","Increasing","Weak","Slight","Average","None","Wet","IncCapDecIns","Steep","SIG","XNIL","CloseToDryAd","J","Stability","Neutral","SEQuad","Neutral","Clear","Clear","Wet","None","CThruK","QStationary"
"Weak","Increasing","VeryMoist","Westerly","StronUp","LittleChange","StrongPos","Strong","LessUnstable","XNIL","Neutral","Westerly","B","AllElse","WeakUp","ABI","LessThanAve","LowSHighN","PartInhibit","PC","May15_Jun14","Weak","N5GtLIGt_8","MoreUnstable","Strong","PC","DryMMoistL","PartInhibit","StrongUp","SIG","NoMajor","VeryWet","DenvCyclone","B","Decreasing","Weak","Slight","LessThanAve","Some","Dry","DecCapIncIns","ModerateOrLe","SIG","XNIL","Steep","B","Stability","WeakUp","DenvCyclone","Wet","PC","PC","Wet","Strong","AB","None"
"Moderate","Decreasing","Dry","Westerly","StronUp","LittleChange","Negative","None","MoreUnstable","SVR","WeakUp","StrongWest","ACEFK","SWQuad","WeakUp","CDEJ","MoreThanAve","LowSHighN","PartInhibit","PC","Jul16_Aug10","None","LILt_8","LessUnstable","None","PC","MoistMDryL","PartInhibit","Neutral","XNIL","NoMajor","Neutral","None","E","LittleChange","None","Slight","MoreThanAve","None","Wet","LittleChange","Steep","SVR","SVR","Steep","E","Stability","WeakUp","E_NE","Wet","Clear","Clear","Wet","None","CThruK","None"
"Weak","Increasing","Dry","Westerly","Neutral","LittleChange","WeakPos","Strong","Average","XNIL","Neutral","StrongWest","ACEFK","NWQuad","WeakUp","CDEJ","MoreThanAve","LowEvrywhere","TotalInhibit","Cloudy","Aug20_Sep15","None","N1GtLIGt_4","Average","Strong","PC","Other","None","WeakUp","SIG","OtherRapid","VeryWet","E_W_N","C","Increasing","Weak","Slight","MoreThanAve","Marked","Neutral","IncCapDecIns","Steep","SIG","XNIL","ModerateOrLe","C","Stability","WeakUp","LongAnticyc","VeryWet","Cloudy","Cloudy","VeryWet","Strong","CThruK","Moving"
"Strong","Decreasing","VeryMoist","LVorOther","Neutral","SigPositive","Negative","None","MoreUnstable","XNIL","WeakUp","Westerly","HI","NWQuad","WeakUp","H","MoreThanAve","LowMtsHighPl","TotalInhibit","Clear","May15_Jun14","Weak","N1GtLIGt_4","LessUnstable","None","Clear","Other","None","WeakUp","XNIL","MarkedUpper","Wet","Other","H","LittleChange","None","Strong","MoreThanAve","None","Neutral","LittleChange","Stable","XNIL","XNIL","CloseToDryAd","H","Neutral","WeakUp","E_NE","Neutral","Clear","Clear","Neutral","None","CThruK","None"
"Moderate","LittleChange","Dry","Westerly","Down","LittleChange","Neutral","Strong","Average","SVR","StrongUp","StrongWest","GJ","AllElse","Down","G","LessThanAve","LowNHighS","PartInhibit","PC","Jul16_Aug10","Weak","N1GtLIGt_4","LessUnstable","Strong","Cloudy","MoistMDryL","Stifling","Down","XNIL","NoMajor","Neutral","None","G","LittleChange","Strong","Slight","LessThanAve","Marked","Neutral","LittleChange","CloseToDryAd","SVR","SVR","CloseToDryAd","G","Stability","Down","DenvCyclone","Dry","PC","Clear","Neutral","Strong","CThruK","None"
"Weak","Increasing","Average","LVorOther","Down","PosToNeg","Neutral","Weak","MoreUnstable","XNIL","Down","DCVZFavor","GJ","LV","Down","CDEJ","MoreThanAve","Other","TotalInhibit","Cloudy","Aug20_Sep15","None","N5GtLIGt_8","MoreUnstable","Strong","PC","MoistMDryL","PartInhibit","Neutral","SIG","NoMajor","VeryWet","DryLine","J","Increasing","Strong","None","MoreThanAve","Marked","Dry","IncCapDecIns","Steep","SIG","XNIL","ModerateOrLe","J","Stability","Down","LV","Wet","Cloudy","Cloudy","Wet","Strong","CThruK","Other"
"Moderate","Decreasing","VeryMoist","LVorOther","Neutral","SigNegative","Negative","Strong","MoreUnstable","XNIL","Down","Westerly","HI","LV","Down","H","Average","LowMtsHighPl","PartInhibit","Clear","Jul16_Aug10","None","N5GtLIGt_8","Average","Strong","PC","Other","Stifling","WeakUp","SVR","NoMajor","Wet","MovingFtorOt","H","LittleChange","Weak","None","Average","Marked","Neutral","LittleChange","ModerateOrLe","SVR","XNIL","CloseToDryAd","H","Stability","Down","SEQuad","Neutral","Clear","Clear","Neutral","Strong","CThruK","Moving"
"Moderate","Decreasing","Average","Westerly","Neutral","LittleChange","Negative","Weak","LessUnstable","XNIL","Neutral","StrongWest","ACEFK","SWQuad","Neutral","CDEJ","Average","LowEvrywhere","Stifling","Clear","Jul16_Aug10","Weak","N5GtLIGt_8","LessUnstable","Strong","PC","MoistMDryL","PartInhibit","WeakUp","SVR","NoMajor","Neutral","None","E","LittleChange","Weak","Slight","Average","Marked","Wet","LittleChange","Steep","SVR","XNIL","Steep","E","Stability","Neutral","DenvCyclone","Wet","Clear","Clear","Wet","Strong","CThruK","None"
"Weak","LittleChange","VeryMoist","LVorOther","Neutral","LittleChange","Neutral","None","MoreUnstable","SIG","WeakUp","Westerly","ACEFK","AllElse","Neutral","F","MoreThanAve","HighEvrywher","Stifling","Clear","Aug20_Sep15","None","N5GtLIGt_8","MoreUnstable","Weak","Clear","Other","None","Neutral","SIG","NoMajor","Neutral","None","F","Increasing","Weak","Moderate","MoreThanAve","None","Neutral","IncCapDecIns","ModerateOrLe","SIG","XNIL","ModerateOrLe","F","Neutral","Neutral","LV","Neutral","Clear","Clear","Neutral","None","CThruK","None"
"Moderate","LittleChange","VeryMoist","LVorOther","Down","SigPositive","Neutral","Weak","MoreUnstable","XNIL","WeakUp","DCVZFavor","B","SWQuad","Neutral","ABI","MoreThanAve","LowAtStation","PartInhibit","Clear","Jul16_Aug10","None","N1GtLIGt_4","MoreUnstable","Strong","Cloudy","DryMMoistL","None","Neutral","SVR","OtherRapid","Neutral","DenvCyclone","B","Increasing","Strong","Strong","LessThanAve","Marked","Dry","IncCapDecIns","Stable","SVR","XNIL","CloseToDryAd","B","Instability","Neutral","DenvCyclone","Dry","Clear","Clear","Dry","Weak","AB","None"
"Strong","Increasing","Average","LVorOther","Down","NegToPos","WeakPos","Strong","MoreUnstable","XNIL","Neutral","DCVZFavor","HI","NWQuad","Down","H","MoreThanAve","Other","PartInhibit","Clear","May15_Jun14","Weak","LILt_8","MoreUnstable","Strong","Clear","DryMMoistL","Stifling","Neutral","SVR","MarkedUpper","Wet","Other","H","Increasing","Weak","Slight","Average","Marked","VeryWet","IncCapDecIns","Stable","SVR","XNIL","CloseToDryAd","H","Stability","Down","SEQuad","Wet","Clear","PC","VeryWet","Strong","CThruK","Moving"
"Unfavorable","LittleChange","Dry","LVorOther","Neutral","LittleChange","Neutral","Strong","MoreUnstable","SIG","Neutral","Other","GJ","SWQuad","Down","G","Average","LowSHighN","PartInhibit","Clear","Jun15_Jul1","Strong","LILt_8","MoreUnstable","None","PC","Other","PartInhibit","Down","XNIL","StrongFront","VeryWet","Other","G","Increasing","None","None","LessThanAve","None","Dry","IncCapDecIns","CloseToDryAd","SIG","XNIL","CloseToDryAd","G","Instability","Down","WidespdDnsl","Wet","PC","PC","VeryWet","None","CThruK","None"
"Unfavorable","Increasing","Dry","LVorOther","Neutral","LittleChange","Neutral","Weak","LessUnstable","XNIL","Down","Westerly","B","SWQuad","Down","ABI","MoreThanAve","LowSHighN","PartInhibit","PC","Aug20_Sep15","None","N5GtLIGt_8","LessUnstable","Strong","Clear","DryMMoistL","PartInhibit","Down","SVR","NoMajor","VeryWet","DenvCyclone","B","Increasing","Strong","None","LessThanAve","Marked","Wet","IncCapDecIns","Stable","SVR","XNIL","Steep","B","Stability","Down","LV","Wet","PC","PC","Wet","Strong","AB","QStationary"
"Weak","Increasing","Average","Westerly","Neutral","SigPositive","Neutral","Strong","MoreUnstable","SIG","Neutral","Westerly","ACEFK","LV","Neutral","CDEJ","Average","LowSHighN","Stifling","Cloudy","Jun15_Jul1","None","LILt_8","MoreUnstable","Strong","Clear","MoistMDryL","None","Neutral","SIG","NoMajor","Dry","None","E","Increasing","Strong","Slight","Average","Marked","Neutral","IncCapDecIns","CloseToDryAd","SIG","SIG","ModerateOrLe","E","Stability","Neutral","LV","Wet","Cloudy","Cloudy","VeryWet","Strong","CThruK","None"
"Moderate","Decreasing","VeryMoist","LVorOther","WeakUp","NegToPos","Negative","Weak","LessUnstable","XNIL","Neutral","DCVZFavor","HI","NWQuad","WeakUp","H","Average","Other","Stifling","PC","Jul16_Aug10","None","N1GtLIGt_4","LessUnstable","Strong","PC","DryMMoistL","PartInhibit","StrongUp","SIG","NoMajor","Neutral","DenvCyclone","H","Decreasing","Weak","Slight","MoreThanAve","Some","Neutral","DecCapIncIns","Stable","SIG","XNIL","ModerateOrLe","H","Stability","WeakUp","E_NE","Neutral","PC","Clear","Neutral","Strong","CThruK","None"
